Date, Bike Price ,Number of Bikes Sold
4/1/2015, $0.53 ,330768000
3/31/2015, $0.54 ,357276000
3/30/2015, $0.54 ,253252000
3/27/2015, $0.53 ,318288000
3/26/2015, $0.52 ,311920000
3/25/2015, $0.56 ,542552000
3/24/2015, $0.57 ,330480000
3/23/2015, $0.57 ,426012000
3/20/2015, $0.59 ,462084000
3/19/2015, $0.57 ,310756000
3/18/2015, $0.58 ,413844000
3/17/2015, $0.57 ,299900000
3/16/2015, $0.57 ,236956000
3/13/2015, $0.56 ,359288000
3/12/2015, $0.57 ,406972000
3/11/2015, $0.58 ,262120000
3/10/2015, $0.57 ,527212000
3/9/2015, $0.56 ,222388000
3/6/2015, $0.57 ,257392000
3/5/2015, $0.56 ,323056000
3/4/2015, $0.55 ,226840000
3/3/2015, $0.56 ,160344000
3/2/2015, $0.55 ,301512000
2/27/2015, $0.55 ,157492000
2/26/2015, $0.55 ,152864000
2/25/2015, $0.56 ,123820000
2/24/2015, $0.55 ,149356000
2/23/2015, $0.56 ,125008000
2/20/2015, $0.55 ,157752000
2/19/2015, $0.56 ,169432000
2/18/2015, $0.56 ,170948000
2/17/2015, $0.56 ,203340000
2/13/2015, $0.56 ,310084000
2/12/2015, $0.55 ,676904000
2/11/2015, $0.53 ,320832000
2/10/2015, $0.51 ,226204000
2/9/2015, $0.51 ,273944000
2/6/2015, $0.51 ,210524000
2/5/2015, $0.50 ,140448000
2/4/2015, $0.50 ,181516000
2/3/2015, $0.49 ,183468000
2/2/2015, $0.48 ,259604000
1/30/2015, $0.49 ,298200000
1/29/2015, $0.48 ,235340000
1/28/2015, $0.50 ,272728000
1/27/2015, $0.51 ,357948000
1/26/2015, $0.52 ,133240000
1/23/2015, $0.52 ,120416000
1/22/2015, $0.51 ,159712000
1/21/2015, $0.50 ,144780000
1/20/2015, $0.50 ,140308000
1/16/2015, $0.49 ,181512000
1/15/2015, $0.50 ,188932000
1/14/2015, $0.49 ,155260000
1/13/2015, $0.50 ,236720000
1/12/2015, $0.50 ,190732000
1/9/2015, $0.50 ,209540000
1/8/2015, $0.48 ,283780000
1/7/2015, $0.48 ,321808000
1/6/2015, $0.50 ,197764000
1/5/2015, $0.50 ,197952000
1/2/2015, $0.50 ,113680000
12/31/2014, $0.51 ,166300000
12/30/2014, $0.51 ,112120000
12/29/2014, $0.51 ,82944000
12/26/2014, $0.51 ,52636000
12/24/2014, $0.52 ,45644000
12/23/2014, $0.52 ,109280000
12/22/2014, $0.51 ,148976000
12/19/2014, $0.51 ,325528000
12/18/2014, $0.51 ,226156000
12/17/2014, $0.49 ,345596000
12/16/2014, $0.49 ,185308000
12/15/2014, $0.50 ,254696000
12/12/2014, $0.50 ,323964000
12/11/2014, $0.51 ,135652000
12/10/2014, $0.52 ,204364000
12/9/2014, $0.52 ,239448000
12/8/2014, $0.53 ,226944000
12/5/2014, $0.52 ,165680000
12/4/2014, $0.53 ,185332000
12/3/2014, $0.52 ,284424000
12/2/2014, $0.51 ,245952000
12/1/2014, $0.52 ,190060000
11/28/2014, $0.52 ,124832000
11/26/2014, $0.51 ,219264000
11/25/2014, $0.51 ,190240000
11/24/2014, $0.51 ,136004000
11/21/2014, $0.51 ,198976000
11/20/2014, $0.50 ,220968000
11/19/2014, $0.50 ,240300000
11/18/2014, $0.49 ,207772000
11/17/2014, $0.49 ,158732000
11/14/2014, $0.49 ,160248000
11/13/2014, $0.49 ,225328000
11/12/2014, $0.49 ,204584000
11/11/2014, $0.50 ,212992000
11/10/2014, $0.49 ,293388000
11/7/2014, $0.51 ,450800000
11/6/2014, $0.50 ,394088000
11/5/2014, $0.51 ,335652000
11/4/2014, $0.50 ,360196000
11/3/2014, $0.50 ,308732000
10/31/2014, $0.48 ,256316000
10/30/2014, $0.47 ,170260000
10/29/2014, $0.47 ,168340000
10/28/2014, $0.46 ,192580000
10/27/2014, $0.46 ,145092000
10/24/2014, $0.46 ,210156000
10/23/2014, $0.46 ,214476000
10/22/2014, $0.46 ,239512000
10/21/2014, $0.44 ,351092000
10/20/2014, $0.44 ,200336000
10/17/2014, $0.44 ,290716000
10/16/2014, $0.43 ,351116000
10/15/2014, $0.42 ,404428000
10/14/2014, $0.43 ,376620000
10/13/2014, $0.42 ,397628000
10/10/2014, $0.44 ,691376000
10/9/2014, $0.45 ,306956000
10/8/2014, $0.45 ,260172000
10/7/2014, $0.45 ,301896000
10/6/2014, $0.46 ,199032000
10/3/2014, $0.46 ,239140000
10/2/2014, $0.46 ,288996000
10/1/2014, $0.46 ,350976000
9/30/2014, $0.46 ,277204000
9/29/2014, $0.46 ,208540000
9/26/2014, $0.46 ,241188000
9/25/2014, $0.47 ,298440000
9/24/2014, $0.47 ,159592000
9/23/2014, $0.47 ,196144000
9/22/2014, $0.49 ,221464000
9/19/2014, $0.49 ,601316000
9/18/2014, $0.48 ,219604000
9/17/2014, $0.48 ,173584000
9/16/2014, $0.47 ,219936000
9/15/2014, $0.48 ,294152000
9/12/2014, $0.49 ,262536000
9/11/2014, $0.49 ,250720000
9/10/2014, $0.49 ,172376000
9/9/2014, $0.49 ,198588000
9/8/2014, $0.50 ,319288000
9/5/2014, $0.50 ,253792000
9/4/2014, $0.49 ,491832000
9/3/2014, $0.49 ,259456000
9/2/2014, $0.49 ,192636000
8/29/2014, $0.49 ,207932000
8/28/2014, $0.48 ,179704000
8/27/2014, $0.48 ,182972000
8/26/2014, $0.48 ,269636000
8/25/2014, $0.48 ,153380000
8/22/2014, $0.48 ,251224000
8/21/2014, $0.48 ,272796000
8/20/2014, $0.48 ,221468000
8/19/2014, $0.48 ,248260000
8/18/2014, $0.48 ,284076000
8/15/2014, $0.47 ,369796000
8/14/2014, $0.48 ,255992000
8/13/2014, $0.47 ,256596000
8/12/2014, $0.47 ,296152000
8/11/2014, $0.48 ,344624000
8/8/2014, $0.46 ,894348000
8/7/2014, $0.44 ,407696000
8/6/2014, $0.44 ,223456000
8/5/2014, $0.44 ,298136000
8/4/2014, $0.44 ,241724000
8/1/2014, $0.44 ,219884000
7/31/2014, $0.45 ,401880000
7/30/2014, $0.45 ,246184000
7/29/2014, $0.44 ,217972000
7/28/2014, $0.45 ,330352000
7/25/2014, $0.45 ,266132000
7/24/2014, $0.45 ,254576000
7/23/2014, $0.46 ,297352000
7/22/2014, $0.47 ,298816000
7/21/2014, $0.46 ,243364000
7/18/2014, $0.47 ,567816000
7/17/2014, $0.48 ,324832000
7/16/2014, $0.49 ,319728000
7/15/2014, $0.48 ,395440000
7/14/2014, $0.48 ,272636000
7/11/2014, $0.48 ,191188000
7/10/2014, $0.47 ,266308000
7/9/2014, $0.47 ,387668000
7/8/2014, $0.47 ,221940000
7/7/2014, $0.47 ,127496000
7/3/2014, $0.46 ,136892000
7/2/2014, $0.47 ,179284000
7/1/2014, $0.46 ,321180000
6/30/2014, $0.46 ,180512000
6/27/2014, $0.46 ,302820000
6/26/2014, $0.47 ,256908000
6/25/2014, $0.46 ,215420000
6/24/2014, $0.47 ,275780000
6/23/2014, $0.47 ,414200000
6/20/2014, $0.48 ,353148000
6/19/2014, $0.48 ,474592000
6/18/2014, $0.49 ,215536000
6/17/2014, $0.49 ,157608000
6/16/2014, $0.49 ,198620000
6/13/2014, $0.49 ,227852000
6/12/2014, $0.49 ,337148000
6/11/2014, $0.48 ,266228000
6/10/2014, $0.47 ,217608000
6/9/2014, $0.48 ,247456000
6/6/2014, $0.48 ,161052000
6/5/2014, $0.47 ,188696000
6/4/2014, $0.47 ,161236000
6/3/2014, $0.47 ,243212000
6/2/2014, $0.48 ,181500000
5/30/2014, $0.47 ,239128000
5/29/2014, $0.47 ,171884000
5/28/2014, $0.47 ,224676000
5/27/2014, $0.47 ,209680000
5/23/2014, $0.46 ,182656000
5/22/2014, $0.46 ,130364000
5/21/2014, $0.46 ,216712000
5/20/2014, $0.46 ,256200000
5/19/2014, $0.45 ,360076000
5/16/2014, $0.45 ,283960000
5/15/2014, $0.45 ,325896000
5/14/2014, $0.46 ,214320000
5/13/2014, $0.46 ,221104000
5/12/2014, $0.45 ,299856000
5/9/2014, $0.45 ,539532000
5/8/2014, $0.46 ,432728000
5/7/2014, $0.46 ,293900000
5/6/2014, $0.47 ,416188000
5/5/2014, $0.46 ,239260000
5/2/2014, $0.47 ,156376000
5/1/2014, $0.47 ,198104000
4/30/2014, $0.47 ,305740000
4/29/2014, $0.47 ,171300000
4/28/2014, $0.47 ,226788000
4/25/2014, $0.48 ,313600000
4/24/2014, $0.48 ,391492000
4/23/2014, $0.47 ,261580000
4/22/2014, $0.47 ,255120000
4/21/2014, $0.46 ,117004000
4/17/2014, $0.46 ,153532000
4/16/2014, $0.46 ,235136000
4/15/2014, $0.46 ,304636000
4/14/2014, $0.46 ,290184000
4/11/2014, $0.46 ,353112000
4/10/2014, $0.47 ,372748000
4/9/2014, $0.47 ,421968000
4/8/2014, $0.46 ,470692000
4/7/2014, $0.45 ,428576000
4/4/2014, $0.47 ,368032000
4/3/2014, $0.46 ,599548000
4/2/2014, $0.47 ,239948000
4/1/2014, $0.46 ,656272000
3/31/2014, $0.45 ,273404000
3/28/2014, $0.44 ,398820000
3/27/2014, $0.45 ,540728000
3/26/2014, $0.47 ,557756000
3/25/2014, $0.47 ,304424000
3/24/2014, $0.46 ,306096000
3/21/2014, $0.47 ,566116000
3/20/2014, $0.46 ,191800000
3/19/2014, $0.46 ,366168000
3/18/2014, $0.45 ,293904000
3/17/2014, $0.45 ,299656000
3/14/2014, $0.44 ,460048000
3/13/2014, $0.46 ,385172000
3/12/2014, $0.45 ,239428000
3/11/2014, $0.45 ,297220000
3/10/2014, $0.46 ,300888000
3/7/2014, $0.46 ,268452000
3/6/2014, $0.47 ,290144000
3/5/2014, $0.46 ,241472000
3/4/2014, $0.46 ,260344000
3/3/2014, $0.45 ,375948000
2/28/2014, $0.46 ,321692000
2/27/2014, $0.47 ,388848000
2/26/2014, $0.47 ,360884000
2/25/2014, $0.47 ,242184000
2/24/2014, $0.47 ,403112000
2/21/2014, $0.47 ,451052000
2/20/2014, $0.45 ,398088000
2/19/2014, $0.45 ,450340000
2/18/2014, $0.45 ,428988000
2/14/2014, $0.43 ,817536000
2/13/2014, $0.43 ,902836000
2/12/2014, $0.41 ,744528000
2/11/2014, $0.40 ,235384000
2/10/2014, $0.40 ,324372000
2/7/2014, $0.39 ,157248000
2/6/2014, $0.39 ,168380000
2/5/2014, $0.39 ,214676000
2/4/2014, $0.39 ,280692000
2/3/2014, $0.40 ,431728000
1/31/2014, $0.39 ,335348000
1/30/2014, $0.39 ,202896000
1/29/2014, $0.39 ,162944000
1/28/2014, $0.39 ,167996000
1/27/2014, $0.39 ,233812000
1/24/2014, $0.40 ,246696000
1/23/2014, $0.40 ,185028000
1/22/2014, $0.40 ,337940000
1/21/2014, $0.40 ,246076000
1/17/2014, $0.40 ,340400000
1/16/2014, $0.40 ,220652000
1/15/2014, $0.40 ,175044000
1/14/2014, $0.39 ,241828000
1/13/2014, $0.39 ,243332000
1/10/2014, $0.40 ,218492000
1/9/2014, $0.40 ,292172000
1/8/2014, $0.41 ,308192000
1/7/2014, $0.40 ,333288000
1/6/2014, $0.40 ,409492000
1/3/2014, $0.40 ,259332000
1/2/2014, $0.40 ,260092000
12/31/2013, $0.40 ,235776000
12/30/2013, $0.39 ,248180000
12/27/2013, $0.39 ,210976000
12/26/2013, $0.40 ,168920000
12/24/2013, $0.40 ,79600000
12/23/2013, $0.39 ,168568000
12/20/2013, $0.39 ,382080000
12/19/2013, $0.38 ,258544000
12/18/2013, $0.38 ,426232000
12/17/2013, $0.38 ,274104000
12/16/2013, $0.38 ,237620000
12/13/2013, $0.38 ,184588000
12/12/2013, $0.38 ,258724000
12/11/2013, $0.39 ,414156000
12/10/2013, $0.38 ,524268000
12/9/2013, $0.39 ,385220000
12/6/2013, $0.40 ,281000000
12/5/2013, $0.40 ,271812000
12/4/2013, $0.39 ,493176000
12/3/2013, $0.39 ,290560000
12/2/2013, $0.39 ,373872000
11/29/2013, $0.39 ,116964000
11/27/2013, $0.39 ,181272000
11/26/2013, $0.39 ,753176000
11/25/2013, $0.38 ,248208000
11/22/2013, $0.38 ,158668000
11/21/2013, $0.38 ,213568000
11/20/2013, $0.39 ,204776000
11/19/2013, $0.39 ,206716000
11/18/2013, $0.40 ,316948000
11/15/2013, $0.41 ,450332000
11/14/2013, $0.40 ,307980000
11/13/2013, $0.39 ,332792000
11/12/2013, $0.39 ,316032000
11/11/2013, $0.39 ,297624000
11/8/2013, $0.38 ,734532000
11/7/2013, $0.37 ,553076000
11/6/2013, $0.37 ,198044000
11/5/2013, $0.37 ,422368000
11/4/2013, $0.38 ,410264000
11/1/2013, $0.38 ,206136000
10/31/2013, $0.38 ,293368000
10/30/2013, $0.38 ,204032000
10/29/2013, $0.38 ,387952000
10/28/2013, $0.38 ,394024000
10/25/2013, $0.39 ,330492000
10/24/2013, $0.39 ,236436000
10/23/2013, $0.39 ,252216000
10/22/2013, $0.40 ,179452000
10/21/2013, $0.40 ,195008000
10/18/2013, $0.39 ,255068000
10/17/2013, $0.39 ,213324000
10/16/2013, $0.39 ,210072000
10/15/2013, $0.39 ,208820000
10/14/2013, $0.38 ,166628000
10/11/2013, $0.38 ,213704000
10/10/2013, $0.38 ,223484000
10/9/2013, $0.39 ,275860000
10/8/2013, $0.39 ,290712000
10/7/2013, $0.39 ,169952000
10/4/2013, $0.38 ,246228000
10/3/2013, $0.39 ,436768000
10/2/2013, $0.38 ,162036000
10/1/2013, $0.39 ,226976000
9/30/2013, $0.39 ,226640000
9/27/2013, $0.39 ,151920000
9/26/2013, $0.39 ,148816000
9/25/2013, $0.39 ,233156000
9/24/2013, $0.39 ,229732000
9/23/2013, $0.39 ,271244000
9/20/2013, $0.40 ,356036000
9/19/2013, $0.40 ,227572000
9/18/2013, $0.40 ,268168000
9/17/2013, $0.40 ,168608000
9/16/2013, $0.40 ,231412000
9/13/2013, $0.39 ,159696000
9/12/2013, $0.39 ,303808000
9/11/2013, $0.39 ,396164000
9/10/2013, $0.38 ,292132000
9/9/2013, $0.38 ,246408000
9/6/2013, $0.37 ,226756000
9/5/2013, $0.37 ,174904000
9/4/2013, $0.37 ,222080000
9/3/2013, $0.37 ,284680000
8/30/2013, $0.37 ,378120000
8/29/2013, $0.37 ,276216000
8/28/2013, $0.37 ,318824000
8/27/2013, $0.37 ,277464000
8/26/2013, $0.37 ,300152000
8/23/2013, $0.37 ,245120000
8/22/2013, $0.37 ,129016000
8/21/2013, $0.37 ,261540000
8/20/2013, $0.37 ,234192000
8/19/2013, $0.38 ,393432000
8/16/2013, $0.38 ,660456000
8/15/2013, $0.37 ,723616000
8/14/2013, $0.36 ,828508000
8/13/2013, $0.36 ,197468000
8/12/2013, $0.35 ,257568000
8/9/2013, $0.35 ,906224000
8/8/2013, $0.37 ,345696000
8/7/2013, $0.36 ,244380000
8/6/2013, $0.37 ,206608000
8/5/2013, $0.37 ,185188000
8/2/2013, $0.37 ,209628000
8/1/2013, $0.36 ,277648000
7/31/2013, $0.36 ,270160000
7/30/2013, $0.36 ,266076000
7/29/2013, $0.35 ,179540000
7/26/2013, $0.35 ,227360000
7/25/2013, $0.36 ,243320000
7/24/2013, $0.36 ,284252000
7/23/2013, $0.36 ,246792000
7/22/2013, $0.36 ,292384000
7/19/2013, $0.36 ,480532000
7/18/2013, $0.36 ,344488000
7/17/2013, $0.37 ,166100000
7/16/2013, $0.37 ,162560000
7/15/2013, $0.37 ,201332000
7/12/2013, $0.37 ,216360000
7/11/2013, $0.36 ,239832000
7/10/2013, $0.36 ,208468000
7/9/2013, $0.36 ,157364000
7/8/2013, $0.36 ,262084000
7/5/2013, $0.35 ,184684000
7/3/2013, $0.35 ,140388000
7/2/2013, $0.35 ,256392000
7/1/2013, $0.35 ,199524000
6/28/2013, $0.35 ,431536000
6/27/2013, $0.35 ,808036000
6/26/2013, $0.36 ,579752000
6/25/2013, $0.36 ,457360000
6/24/2013, $0.36 ,580772000
6/21/2013, $0.36 ,714228000
6/20/2013, $0.37 ,628696000
6/19/2013, $0.36 ,1159588000
6/18/2013, $0.36 ,486772000
6/17/2013, $0.36 ,255336000
6/14/2013, $0.36 ,236012000
6/13/2013, $0.35 ,236256000
6/12/2013, $0.36 ,312588000
6/11/2013, $0.36 ,296336000
6/10/2013, $0.36 ,224148000
6/7/2013, $0.36 ,274584000
6/6/2013, $0.35 ,341044000
6/5/2013, $0.36 ,464520000
6/4/2013, $0.36 ,363676000
6/3/2013, $0.36 ,444468000
5/31/2013, $0.36 ,577508000
5/30/2013, $0.36 ,284504000
5/29/2013, $0.36 ,335052000
5/28/2013, $0.37 ,279300000
5/24/2013, $0.36 ,283304000
5/23/2013, $0.36 ,393884000
5/22/2013, $0.37 ,480404000
5/21/2013, $0.37 ,357784000
5/20/2013, $0.37 ,236380000
5/17/2013, $0.37 ,312116000
5/16/2013, $0.37 ,308368000
5/15/2013, $0.36 ,313172000
5/14/2013, $0.36 ,454140000
5/13/2013, $0.36 ,289812000
5/10/2013, $0.36 ,861136000
5/9/2013, $0.34 ,566800000
5/8/2013, $0.34 ,334032000
5/7/2013, $0.35 ,448068000
5/6/2013, $0.35 ,217116000
5/3/2013, $0.35 ,293864000
5/2/2013, $0.34 ,323480000
5/1/2013, $0.34 ,341316000
4/30/2013, $0.34 ,276712000
4/29/2013, $0.34 ,269712000
4/26/2013, $0.34 ,324332000
4/25/2013, $0.34 ,353224000
4/24/2013, $0.32 ,556556000
4/23/2013, $0.32 ,376948000
4/22/2013, $0.31 ,245568000
4/19/2013, $0.31 ,303028000
4/18/2013, $0.32 ,402548000
4/17/2013, $0.32 ,532948000
4/16/2013, $0.32 ,468844000
4/15/2013, $0.33 ,430420000
4/12/2013, $0.32 ,770548000
4/11/2013, $0.32 ,969220000
4/10/2013, $0.32 ,384688000
4/9/2013, $0.31 ,380584000
4/8/2013, $0.31 ,326660000
4/5/2013, $0.30 ,551352000
4/4/2013, $0.30 ,294676000
4/3/2013, $0.31 ,353156000
4/2/2013, $0.31 ,371524000
4/1/2013, $0.32 ,442828000
3/28/2013, $0.32 ,349276000
3/27/2013, $0.31 ,254944000
3/26/2013, $0.31 ,232540000
3/25/2013, $0.31 ,362076000
3/22/2013, $0.31 ,232476000
3/21/2013, $0.31 ,339032000
3/20/2013, $0.31 ,340588000
3/19/2013, $0.31 ,355480000
3/18/2013, $0.31 ,298312000
3/15/2013, $0.32 ,355776000
3/14/2013, $0.32 ,383304000
3/13/2013, $0.32 ,485840000
3/12/2013, $0.32 ,310856000
3/11/2013, $0.32 ,299748000
3/8/2013, $0.32 ,246464000
3/7/2013, $0.32 ,314824000
3/6/2013, $0.32 ,342928000
3/5/2013, $0.32 ,366168000
3/4/2013, $0.32 ,353680000
3/1/2013, $0.31 ,389396000
2/28/2013, $0.31 ,591392000
2/27/2013, $0.31 ,476980000
2/26/2013, $0.31 ,487504000
2/25/2013, $0.31 ,644444000
2/22/2013, $0.31 ,370148000
2/21/2013, $0.31 ,580408000
2/20/2013, $0.32 ,713012000
2/19/2013, $0.32 ,433552000
2/15/2013, $0.32 ,733860000
2/14/2013, $0.31 ,882096000
2/13/2013, $0.31 ,856396000
2/12/2013, $0.31 ,277804000
2/11/2013, $0.31 ,408308000
2/8/2013, $0.31 ,307232000
2/7/2013, $0.31 ,440000000
2/6/2013, $0.30 ,530688000
2/5/2013, $0.31 ,367296000
2/4/2013, $0.31 ,511744000
2/1/2013, $0.31 ,288816000
1/31/2013, $0.31 ,470544000
1/30/2013, $0.31 ,287592000
1/29/2013, $0.31 ,388872000
1/28/2013, $0.31 ,422492000
1/25/2013, $0.31 ,393920000
1/24/2013, $0.30 ,396980000
1/23/2013, $0.30 ,421808000
1/22/2013, $0.30 ,308224000
1/18/2013, $0.31 ,397088000
1/17/2013, $0.30 ,580736000
1/16/2013, $0.30 ,337376000
1/15/2013, $0.30 ,375888000
1/14/2013, $0.31 ,305684000
1/11/2013, $0.31 ,513172000
1/10/2013, $0.31 ,506368000
1/9/2013, $0.31 ,695020000
1/8/2013, $0.32 ,466424000
1/7/2013, $0.33 ,610732000
1/4/2013, $0.32 ,524968000
1/3/2013, $0.32 ,298888000
1/2/2013, $0.31 ,478836000
12/31/2012, $0.30 ,326460000
12/28/2012, $0.30 ,220600000
12/27/2012, $0.31 ,299804000
12/26/2012, $0.31 ,196740000
12/24/2012, $0.31 ,127376000
12/21/2012, $0.31 ,462172000
12/20/2012, $0.32 ,334332000
12/19/2012, $0.32 ,458544000
12/18/2012, $0.31 ,416436000
12/17/2012, $0.31 ,445232000
12/14/2012, $0.31 ,338660000
12/13/2012, $0.31 ,377556000
12/12/2012, $0.32 ,399404000
12/11/2012, $0.31 ,816724000
12/10/2012, $0.30 ,513644000
12/7/2012, $0.30 ,338288000
12/6/2012, $0.30 ,412896000
12/5/2012, $0.30 ,633024000
12/4/2012, $0.29 ,528068000
12/3/2012, $0.30 ,391380000
11/30/2012, $0.30 ,460504000
11/29/2012, $0.31 ,488688000
11/28/2012, $0.30 ,398332000
11/27/2012, $0.30 ,451404000
11/26/2012, $0.30 ,364600000
11/23/2012, $0.30 ,276932000
11/21/2012, $0.29 ,422312000
11/20/2012, $0.29 ,336976000
11/19/2012, $0.29 ,404092000
11/16/2012, $0.29 ,624552000
11/15/2012, $0.29 ,466688000
11/14/2012, $0.30 ,619300000
11/13/2012, $0.30 ,492120000
11/12/2012, $0.31 ,643624000
11/9/2012, $0.32 ,846280000
11/8/2012, $0.32 ,839024000
11/7/2012, $0.32 ,324620000
11/6/2012, $0.33 ,350804000
11/5/2012, $0.31 ,444840000
11/2/2012, $0.32 ,256700000
11/1/2012, $0.30 ,473220000
10/31/2012, $0.30 ,347112000
10/26/2012, $0.31 ,389376000
10/25/2012, $0.31 ,307356000
10/24/2012, $0.31 ,332916000
10/23/2012, $0.30 ,573948000
10/22/2012, $0.30 ,480840000
10/19/2012, $0.32 ,709412000
10/18/2012, $0.33 ,254772000
10/17/2012, $0.33 ,391752000
10/16/2012, $0.32 ,367696000
10/15/2012, $0.32 ,249580000
10/12/2012, $0.32 ,260696000
10/11/2012, $0.32 ,320516000
10/10/2012, $0.32 ,326568000
10/9/2012, $0.33 ,366360000
10/8/2012, $0.33 ,240596000
10/5/2012, $0.34 ,483068000
10/4/2012, $0.33 ,502608000
10/3/2012, $0.33 ,430872000
10/2/2012, $0.33 ,295492000
10/1/2012, $0.34 ,504236000
9/28/2012, $0.33 ,485508000
9/27/2012, $0.33 ,558888000
9/26/2012, $0.33 ,436812000
9/25/2012, $0.35 ,481544000
9/24/2012, $0.34 ,357832000
9/21/2012, $0.34 ,340136000
9/20/2012, $0.34 ,320596000
9/19/2012, $0.34 ,451936000
9/18/2012, $0.33 ,359952000
9/17/2012, $0.35 ,493348000
9/14/2012, $0.34 ,339468000
9/13/2012, $0.34 ,433836000
9/12/2012, $0.34 ,322608000
9/11/2012, $0.33 ,382808000
9/10/2012, $0.33 ,371108000
9/7/2012, $0.33 ,781064000
9/6/2012, $0.34 ,657296000
9/5/2012, $0.33 ,480256000
9/4/2012, $0.35 ,694452000
8/31/2012, $0.35 ,485064000
8/30/2012, $0.36 ,307488000
8/29/2012, $0.36 ,250412000
8/28/2012, $0.36 ,310764000
8/27/2012, $0.36 ,340944000
8/24/2012, $0.36 ,347724000
8/23/2012, $0.37 ,379040000
8/22/2012, $0.36 ,313556000
8/21/2012, $0.37 ,340248000
8/20/2012, $0.37 ,314392000
8/17/2012, $0.37 ,309864000
8/16/2012, $0.37 ,371008000
8/15/2012, $0.37 ,594404000
8/14/2012, $0.37 ,388828000
8/13/2012, $0.37 ,447244000
8/10/2012, $0.38 ,1278744000
8/9/2012, $0.36 ,822300000
8/8/2012, $0.35 ,517064000
8/7/2012, $0.35 ,407340000
8/6/2012, $0.35 ,360324000
8/3/2012, $0.34 ,326548000
8/2/2012, $0.33 ,367912000
8/1/2012, $0.34 ,335912000
7/31/2012, $0.33 ,387788000
7/30/2012, $0.34 ,363552000
7/27/2012, $0.33 ,376516000
7/26/2012, $0.33 ,338440000
7/25/2012, $0.32 ,415044000
7/24/2012, $0.33 ,351164000
7/23/2012, $0.31 ,451584000
7/20/2012, $0.33 ,451000000
7/19/2012, $0.33 ,403036000
7/18/2012, $0.31 ,616008000
7/17/2012, $0.32 ,447476000
7/16/2012, $0.31 ,334460000
7/13/2012, $0.31 ,324260000
7/12/2012, $0.31 ,472160000
7/11/2012, $0.32 ,485216000
7/10/2012, $0.33 ,512028000
7/9/2012, $0.33 ,306336000
7/6/2012, $0.34 ,382760000
7/5/2012, $0.34 ,280076000
7/3/2012, $0.34 ,219284000
7/2/2012, $0.35 ,581684000
6/29/2012, $0.34 ,616508000
6/28/2012, $0.33 ,545896000
6/27/2012, $0.32 ,506064000
6/26/2012, $0.32 ,437152000
6/25/2012, $0.33 ,494616000
6/22/2012, $0.33 ,865360000
6/21/2012, $0.34 ,516376000
6/20/2012, $0.33 ,972720000
6/19/2012, $0.32 ,960476000
6/18/2012, $0.31 ,304424000
6/15/2012, $0.30 ,385288000
6/14/2012, $0.30 ,589884000
6/13/2012, $0.31 ,494276000
6/12/2012, $0.31 ,496128000
6/11/2012, $0.31 ,839080000
6/8/2012, $0.30 ,370308000
6/7/2012, $0.31 ,526780000
6/6/2012, $0.30 ,368968000
6/5/2012, $0.29 ,365224000
6/4/2012, $0.30 ,432856000
6/1/2012, $0.30 ,440984000
5/31/2012, $0.31 ,358192000
5/30/2012, $0.31 ,379792000
5/29/2012, $0.32 ,310000000
5/25/2012, $0.30 ,391752000
5/24/2012, $0.31 ,520420000
5/23/2012, $0.30 ,496000000
5/22/2012, $0.31 ,410140000
5/21/2012, $0.30 ,416260000
5/18/2012, $0.32 ,567288000
5/17/2012, $0.32 ,335364000
5/16/2012, $0.33 ,470484000
5/15/2012, $0.33 ,599940000
5/14/2012, $0.33 ,437472000
5/11/2012, $0.34 ,1435140000
5/10/2012, $0.32 ,597092000
5/9/2012, $0.31 ,520608000
5/8/2012, $0.31 ,462312000
5/7/2012, $0.31 ,604440000
5/4/2012, $0.31 ,545092000
5/3/2012, $0.32 ,419536000
5/2/2012, $0.33 ,684008000
5/1/2012, $0.32 ,408680000
4/30/2012, $0.32 ,262268000
4/27/2012, $0.33 ,475356000
4/26/2012, $0.33 ,539208000
4/25/2012, $0.33 ,727112000
4/24/2012, $0.33 ,730440000
4/23/2012, $0.33 ,706244000
4/20/2012, $0.34 ,509592000
4/19/2012, $0.34 ,667188000
4/18/2012, $0.35 ,400764000
4/17/2012, $0.35 ,460696000
4/16/2012, $0.36 ,463468000
4/13/2012, $0.36 ,311324000
4/12/2012, $0.36 ,384868000
4/11/2012, $0.36 ,372960000
4/10/2012, $0.36 ,470360000
4/9/2012, $0.36 ,365504000
4/5/2012, $0.37 ,369424000
4/4/2012, $0.37 ,495896000
4/3/2012, $0.39 ,430476000
4/2/2012, $0.38 ,407776000
3/30/2012, $0.38 ,527240000
3/29/2012, $0.38 ,372700000
3/28/2012, $0.38 ,892448000
3/27/2012, $0.37 ,419968000
3/26/2012, $0.37 ,288600000
3/23/2012, $0.36 ,315456000
3/22/2012, $0.36 ,425372000
3/21/2012, $0.36 ,467840000
3/20/2012, $0.36 ,449616000
3/19/2012, $0.37 ,405400000
3/16/2012, $0.36 ,428340000
3/15/2012, $0.36 ,382380000
3/14/2012, $0.37 ,735708000
3/13/2012, $0.37 ,553288000
3/12/2012, $0.37 ,299948000
3/9/2012, $0.37 ,367836000
3/8/2012, $0.37 ,430852000
3/7/2012, $0.37 ,441984000
3/6/2012, $0.37 ,471400000
3/5/2012, $0.38 ,514848000
3/2/2012, $0.38 ,684076000
3/1/2012, $0.38 ,449944000
